;param;accuracy;recall;precision;f1;TP;TN;FP;FN
399;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 100};6.9492096818165e-310;0;0;0;;;;
400;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 25};6.94921555535033e-310;0;0;0;;;;
401;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 50};6.9492166081141e-310;0;0;0;;;;
402;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 75};6.94921525258374e-310;0;0;0;;;;
403;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 100};6.94931112016704e-310;0;0;0;;;;
404;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 25};6.9492152525774e-310;0;0;0;;;;
405;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 50};6.9492166081141e-310;0;0;0;;;;
406;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 75};6.9492166151393e-310;0;0;0;;;;
407;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 100};6.94931111845165e-310;0;0;0;;;;
408;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 25};6.94921689747926e-310;0;0;0;;;;
409;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 50};6.94931112016704e-310;0;0;0;;;;
410;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 75};6.9492155552839e-310;0;0;0;;;;
411;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 100};6.9493111201892e-310;0;0;0;;;;
412;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 25};6.9493110872836e-310;0;0;0;;;;
413;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 50};6.94931112016704e-310;0;0;0;;;;
414;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 75};6.9493102320702e-310;0;0;0;;;;
415;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 100};6.94931111845165e-310;0;0;0;;;;
416;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 25};6.9492681717258e-310;0;0;0;;;;
417;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 50};6.94921796312036e-310;0;0;0;;;;
418;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 75};6.94921525255844e-310;0;0;0;;;;
419;{'contamination': 0.5058575838196341, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 100};6.94931111845165e-310;0;0;0;;;;
420;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 25};6.9492677310738e-310;0;0;0;;;;
421;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 50};6.9493111233259e-310;0;0;0;;;;
422;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 75};6.9492161053458e-310;0;0;0;;;;
423;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 100};6.94931111845165e-310;0;0;0;;;;
424;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 25};6.9492681718175e-310;0;0;0;;;;
425;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 50};6.94931112329744e-310;0;0;0;;;;
426;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 75};6.94921610046363e-310;0;0;0;;;;
427;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 100};6.9493111203524e-310;0;0;0;;;;
428;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 25};6.94921610533946e-310;0;0;0;;;;
429;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 50};6.9493111201892e-310;0;0;0;;;;
430;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 75};6.9492161053363e-310;0;0;0;;;;
431;{'contamination': 0.5058575838196341, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 100};6.94931111845165e-310;1.98e-321;0;0;;;;
