datemesure;day_sin;day_cos;numero_jour
2015-06-25;0.1198811922992278;-0.99278824516254;176
2015-06-26;0.1028209971373602;-0.9946998756145892;177
2015-06-27;0.0857305001556943;-0.9963183634476755;178
2015-06-28;0.0686147380021341;-0.9976432316860064;179
2015-06-29;0.0514787547703467;-0.9986740898848304;180
2015-06-30;0.0343276005132438;-0.9994106342455052;181
2015-07-01;0.0171663297547073;-0.9998526477050268;182
2015-07-02;1.2246467991473532e-16;-1.0;183
2015-07-03;-0.0171663297547071;-0.9998526477050268;184
2015-07-04;-0.0343276005132431;-0.9994106342455054;185
2015-07-05;-0.051478754770346;-0.9986740898848304;186
2015-07-06;-0.0686147380021343;-0.9976432316860064;187
2015-07-07;-0.0857305001556945;-0.9963183634476755;188
2015-07-08;-0.1028209971373604;-0.9946998756145892;189
2015-07-09;-0.1198811922992271;-0.99278824516254;190
2015-07-10;-0.136906057923475;-0.990584035457797;191
2015-07-11;-0.1538905767040614;-0.9880878960910772;192
2015-07-12;-0.1708297432253441;-0.985300562686109;193
2015-07-13;-0.1877185654371986;-0.9822228566828408;194
2015-07-14;-0.2045520661262005;-0.978855685095358;195
2015-07-15;-0.2213252843824321;-0.9752000402445826;196
2015-07-16;-0.2380332770614851;-0.9712569994658315;197
2015-07-17;-0.254671120241229;-0.9670277247913204;198
2015-07-18;-0.2712339106729102;-0.962513462607708;199
2015-07-19;-0.287716767226167;-0.9577155432887804;200
2015-07-20;-0.3041148323275178;-0.9526353808033826;201
2015-07-21;-0.3204232733919109;-0.947274472298717;202
2015-07-22;-0.3366372842469099;-0.941634397659126;203
2015-07-23;-0.3527520865490947;-0.9357168190404936;204
2015-07-24;-0.36876293119226;-0.9295234803804004;205
2015-07-25;-0.3846650997070009;-0.923056206884176;206
2015-07-26;-0.4004539056512661;-0.9163169044870048;207
2015-07-27;-0.4161246959914748;-0.9093075592922356;208
2015-07-28;-0.431672852473784;-0.9020302369860708;209
2015-07-29;-0.447093792985114;-0.8944870822287955;210
2015-07-30;-0.4623829729035149;-0.88668031802274;211
2015-07-31;-0.4775358864374881;-0.8786122450571483;212
2015-08-01;-0.4925480679538642;-0.8702852410301554;213
2015-08-02;-0.5074150932938452;-0.8617017599480683;214
2015-08-03;-0.5221325810768248;-0.8528643314021597;215
2015-08-04;-0.5366961939916004;-0.8437755598231858;216
2015-08-05;-0.5511016400745999;-0.8344381237138474;217
2015-08-06;-0.5653446739747425;-0.8248547748594246;218
2015-08-07;-0.5794210982045637;-0.8150283375168114;219
2015-08-08;-0.5933267643772321;-0.8049617075821958;220
2015-08-09;-0.6070575744291004;-0.794657851737625;221
2015-08-10;-0.6206094818274228;-0.7841198065767104;222
2015-08-11;-0.6339784927628865;-0.77335067770973;223
2015-08-12;-0.6471606673266059;-0.7623536388483905;224
2015-08-13;-0.6601521206712315;-0.7511319308705201;225
2015-08-14;-0.6729490241558326;-0.7396888608649671;226
2015-08-15;-0.6855476064742154;-0.7280278011569848;227
2015-08-16;-0.6979441547663433;-0.7161521883143935;228
2015-08-17;-0.7101350157125356;-0.7040655221348059;229
2015-08-18;-0.7221165966101161;-0.691771364614222;230
2015-08-19;-0.7338853664321993;-0.6792733388972929;231
2015-08-20;-0.7454378568683002;-0.6665751282095631;232
2015-08-21;-0.7567706633464625;-0.653680474772006;233
2015-08-22;-0.7678804460366;-0.6405931786981752;234
2015-08-23;-0.7787639308347605;-0.627317096874294;235
2015-08-24;-0.7894179103280194;-0.6138561418226122;236
2015-08-25;-0.7998392447397191;-0.6002142805483686;237
2015-08-26;-0.8100248628547748;-0.5863955333706962;238
2015-08-27;-0.8199717629247767;-0.5724039727378154;239
2015-08-28;-0.8296770135526184;-0.5582437220268655;240
2015-08-29;-0.8391377545563938;-0.5439189543287248;241
2015-08-30;-0.8483511978123038;-0.5294338912181854;242
2015-08-31;-0.8573146280763322;-0.514792801509831;243
2015-09-01;-0.8660254037844384;-0.5000000000000004;244
2015-09-02;-0.8744809578310394;-0.4850598461951967;245
2015-09-03;-0.8826787983255475;-0.4699767430273199;246
2015-09-04;-0.8906165093267404;-0.4547551355561057;247
2015-09-05;-0.8982917515547529;-0.4393995096591416;248
2015-09-06;-0.9057022630804714;-0.4239143907098608;249
2015-09-07;-0.9128458599921354;-0.4083043422438936;250
2015-09-08;-0.9197204370389468;-0.3925739646141714;251
2015-09-09;-0.9263239682514952;-0.3767278936351848;252
2015-09-10;-0.9326545075388224;-0.3607707992167831;253
2015-09-11;-0.9387101892619444;-0.3447073839879337;254
2015-09-12;-0.9444892287836611;-0.3285423819108347;255
2015-09-13;-0.9499899229945008;-0.3122805568857948;256
2015-09-14;-0.9552106508146316;-0.2959267013472896;257
2015-09-15;-0.9601498736716017;-0.2794856348516098;258
2015-09-16;-0.9648061359537644;-0.2629622026565152;259
2015-09-17;-0.9691780654392534;-0.2463612742933153;260
2015-09-18;-0.9732643737003824;-0.2296877421317963;261
2015-09-19;-0.9770638564833508;-0.2129465199384157;262
2015-09-20;-0.9805753940631428;-0.1961425414281971;263
2015-09-21;-0.9837979515735163;-0.1792807588107359;264
2015-09-22;-0.9867305793119814;-0.1623661413307641;265
2015-09-23;-0.9893724130196828;-0.1454036738036903;266
2015-09-24;-0.9917226741361014;-0.1283983551465515;267
2015-09-25;-0.9937806700284983;-0.1113551969048086;268
